openalex_id,doi,title,year,journal,cited_by
W2581165754,10.3130/aije.82.19,INDOOR THERMAL ENVIRONMENT OF TEMPORARY HOUSES BUILT AFTER GREAT EAST JAPAN EARTHQUAKE IN 2011 AND PROPOSAL OF THERMAL PERFORMANCE FOR BUILDING ENVELOPES AND MECHANICAL VENTILATION SYSTEM,2017,Journal of Environmental Engineering (Transactions of AIJ),7
W7154472406,10.58491/2735-4202.3416,"Evaluating AI-Driven Sustainable Neuro-Urbanism through a Human-Centered Framework: The Case of Ras Elbar City, Egypt",2026,MEJ Mansoura Engineering Journal,0
W3002122985,10.1353/pnm.2020.0000,Composing Music with a Space,2020,Perspectives of New Music,1
W4410547102,10.1111/1365-2656.70062,Experimental noise and light pollution alter prey detection in a nocturnal bird of prey,2025,Journal of Animal Ecology,7
W2098200560,10.1642/0004-8038(2002)119[0587:citabv]2.0.co;2,COMPETITION IN THE AIR: BIRDS VERSUS AIRCRAFT,2002,The Auk,91
W4389062662,10.1080/10298436.2023.2283112,The impact of tree transpiration on the safety and serviceability of pavement under seasonal variations,2023,International Journal of Pavement Engineering,6
W2006379051,10.1121/1.4777474,"Social survey carried out in the city of Curitiba, Brazil",2001,The Journal of the Acoustical Society of America,0
W2002145628,10.1097/aln.0000000000000319,Noise in the Operating Room,2014,Anesthesiology,137
W7126079287,10.1080/23748834.2026.2616563,Quieter except on weekend evenings: changes in street-level noise following pedestrianisation,2026,Cities & Health,0
W4220766925,10.7250/bjrbe.2022-17.554,Utilisation of Recycled Concrete Aggregates for Sustainable Porous Asphalt Pavements,2022,The Baltic Journal of Road and Bridge Engineering,7
W4415772107,10.1016/j.buildenv.2025.113940,How multimodal sensory stimuli in nighttime jogging environments influence restorative experiences? An empirical study based on physiological and psychological data,2025,Building and Environment,5
W2765458783,10.1016/j.outlook.2017.08.001,Reduce noise: Improve the nation's health,2017,Nursing Outlook,12
W4211164203,10.1353/atj.2020.0049,Tokyo Listening: Sound and Sense in a Contemporary City by Lorraine Plourde,2020,Asian Theatre Journal,0
W21717861,,El Sanatori del Montseny,2008,Monografies del Montseny,1
W3155677535,10.1515/noise-2021-0015,Noise Mapping Special Issue: The noise climate at the time of SARS-CoV-2 Virus/COVID-19 Disease,2021,Noise Mapping,5
W4405711821,10.1038/s41370-024-00725-3,Neurodevelopmental costs of noise pollution–is history rhyming again?,2024,Journal of Exposure Science & Environmental Epidemiology,4
W4388222960,10.4103/ipj.ipj_299_23,Declining mental health: An aftermath of fast-paced urbanization,2023,Industrial Psychiatry Journal,5
W4390193501,10.1002/alz.080144,The auditory phenotype of behavioural variant frontotemporal dementia,2023,Alzheimer s & Dementia,0
W4401799254,10.1016/j.conbuildmat.2024.138025,Spectral noise reduction of double-layer porous asphalt: From laboratory to field,2024,Construction and Building Materials,11
W4406825057,10.1353/ecy.2023.a950265,“Noisy Pleasures” and “Noisy Evil[s]”: The Political Dimensions of Sound in Jane Austen’s Mansfield Park,2023,"The Eighteenth century/The eighteenth century (Lubbock, Tex. Online)",0
W4411224548,10.1093/beheco/araf070,Non-breeding European robins adjust their song in noisy environments,2025,Behavioral Ecology,3
W4411733865,10.6008/cbpc2179-6858.2022.007.0006,Environmental noise assessment using vegetation indices extracted from satellite imaging,2023,Revista Ibero-Americana de Ciências Ambientais,0
W4389160457,10.1016/j.compbiomed.2023.107787,Optimal 2D audio features estimation for a lightweight application in mosquitoes species: Ecoacoustics detection and classification purposes,2023,Computers in Biology and Medicine,7
W2964087975,10.1093/auk/ukz001,Birds in the Ancient World: Winged Words,2019,The Auk,33
W3046265197,10.1108/ijhg-01-2020-0004,Here's to sound action on global hearing health through public health approaches,2020,International Journal of Health Governance,5
W4391177304,10.4103/indianjpsychiatry.indianjpsychiatry_792_23,Clinical practice guidelines on the environment and mental well-being,2024,Indian Journal of Psychiatry,4
W2606333488,10.21037/cdt.2017.03.08,The landscape of congenital heart disease,2017,Cardiovascular Diagnosis and Therapy,2
W2365222413,,Research on Road Traffic Noise Prediction Model Based on Car-following Theory,2004,Acta Simulata Systematica Sinica,0
W7161551556,10.3390/buildings16101973,"Research on the Effect of Rural Composite Environments on the Spatiotemporal Behavior and Perception of the Elderly: A Case Study of Qingdao, China",2026,Buildings,0
W2237352158,10.1641/0006-3568(2006)56[849:waash]2.0.co;2,The Evolution of Animal Communication: Reliability and Deception in Signaling Systems,2006,BioScience,15
W4413835426,10.47116/apjcri.2025.08.30,"An Analysis of Environmental Design Perception and Experience in Urban Squares Based on Phenomenology of Perception: A Citizen Interview Study of Dongfanghong Square in Lanzhou, China",2025,Asia-pacific Journal of Convergent Research Interchange,0
W7126412245,10.1016/j.marpolbul.2026.119347,Effect of noise on the behaviour and microbiome of a common temperate estuarine fish,2026,Marine Pollution Bulletin,0
W1993414580,10.1002/eqe.4290020203,Structural response to random acoustic excitation,1973,Earthquake Engineering & Structural Dynamics,4
W4400744859,10.1029/2023rs007909,Spatial Structure of the Radio‐Frequency Noise Field in a Large City,2024,Radio Science,0
W4392914477,10.34172/jaehr.1311,"Evaluation of Noise Pollution Levels in Selected Markets and Motor Parks in Delta State, Nigeria",2024,Journal of Advances in Environmental Health Research,0
W2780998992,,Tahap kebisingan trafik dan kesannya terhadap persekitaran pengajaran-pembelajaran sekolah di pusat bandar Kuala Terengganu (Traffic noise and its impact on school teaching and learning environment in Kuala Terengganu city center),2017,Malaysian Journal of Society and Space,0
W4415205203,10.1038/s41598-025-19918-3,The impact of spatial distribution of noise pollution from music recreation facilities and residents’ perceptions in Chongqing municipality,2025,Scientific Reports,1
W4412584804,10.1016/j.buildenv.2025.113411,Angle-dependent acoustic performance of green facades in the low frequency: effects of foliage thickness and density,2025,Building and Environment,1
W2327769423,10.1097/01.ede.0000392485.59925.d8,Does Traffic Noise Explain the Association of Residential Proximity to Traffic With Coronary Artery Calcification?,2010,Epidemiology,0
W1986734591,10.1055/s-0030-1266411,Does traffic noise explain the association of residential proximity to traffic with coronary artery calcification?,2010,Das Gesundheitswesen,0
W2113033560,10.1641/0006-3568(2004)054[0958:dfc]2.0.co;2,DIVING FOR CHOCOLATE,2004,BioScience,10
W4247814038,10.1016/0091-7435(79)90307-4,Perceived stress and coping behavior: A social-psychologic comparison of hypertensive and normotensive employees,1979,Preventive Medicine,0
W764821387,,A speed and acceleration limit in the noise type approval of vehicles will enable silent cars to reveal their silence.,2001,INTER-NOISE 2001 - ABSTRACTS FROM INTERNATIONAL CONGRESS AND EXHIBITION ON NOISE CONTROL ENGINEERING,3
W2036307492,10.1002/oby.20712,"Teens' obesity, noise and sleep deprivation: A perverse liaison. Let's move beyond “movida”",2014,Obesity,8
W1993276404,10.7314/apjcp.2013.14.11.6537,Perspectives of Medical Oncologists regarding Music Therapy for Patients with Cancer in Turkey - Can Musicology be Integrated into Psycho-oncology?,2013,Asian Pacific Journal of Cancer Prevention,8
W2039320022,10.1016/0021-9169(59)90103-5,Radio scattering by tropospheric irregularities,1959,Journal of Atmospheric and Terrestrial Physics,3
W4312754365,10.3934/dcdsb.2022239,The environmental effect on dynamics of the competition model with herd behavior,2022,Discrete and Continuous Dynamical Systems - B,0
W1996085590,10.1097/00001648-200407000-00416,"URBANIZATION, HOUSING QUALITY AND COMMUNITY NOISE ANNOYANCE",2004,Epidemiology,1
W2972835398,10.69554/tmpv1796,BIPV solutions in district renovations towards nearly zero-energy cities,2016,"Journal of building survey, appraisal & valuation",0
W2904844632,,Impact of Traffic-Related Environmental Noise on School Children and Teachers in a Northeast Brazilian Capital,2018,Canadian acoustics,0
W4412435018,10.1016/j.jreng.2025.05.001,Tire/road noise analysis of innovative microsurfacing mixtures based on SPERoN® model and noise-related texture indicators,2025,Journal of Road Engineering,4
W4406024230,10.1002/alz.091457,The auditory phenotype of behavioural variant and right temporal variant frontotemporal dementia,2024,Alzheimer s & Dementia,0
W7167913731,10.1016/j.rineng.2026.111925,Coupling effect of urban noise barrier-viaduct infrastructure and crosswinds on the aerodynamic mutation characteristics of a 600 km/h high-speed maglev train,2026,Results in Engineering,0
W3022379791,10.1061/jtepbs.0000372,A Case for Feedback Control to Prevent Delay,2020,Journal of Transportation Engineering Part A Systems,2
W2083947774,10.1055/s-0030-1266410,Do proximity to high traffic and traffic noise influence blood pressure and hypertension in the general population?,2010,Das Gesundheitswesen,0
W4283390437,10.1029/2022ea002222,Updated Global Reference Models of Broadband Coherent Infrasound Signals for Atmospheric Studies and Civilian Applications,2022,Earth and Space Science,9
W4245710872,10.16910/10.16910/jemr.11.2.8,Eye movements in scene perception while listening to slow and fast music,2018,Journal of Eye Movement Research,5
W7169759056,10.1001/jamaneurol.2026.2262,"Road Traffic Noise, Noise Difference Between Residential Facades, and Risk of Parkinson Disease",2026,JAMA Neurology,0
W4254651239,10.1093/auk/119.3.587,Competition in the Air: Birds Versus Aircraft,2002,The Auk,50
W2103780953,10.1093/jmt/38.2.114,The Use of Music on Barney &amp; Friends: Implications for Music Therapy Practice and Research,2001,Journal of Music Therapy,7
W4360884738,10.1016/j.engappai.2023.106175,MIANet: Multi-level temporal information aggregation in mixed-periodicity time series forecasting tasks,2023,Engineering Applications of Artificial Intelligence,8
W2005885504,10.15728/bbr.2012.9.3.5,Influence of musical styles on customers attitude: experimental evidences in a retail store,2012,Brazilian Business Review,2
W4416997768,10.1038/s41598-025-16417-3,"Assessing the short-term impacts of in-air firework sounds on marine species in Cape Town, South Africa",2025,Scientific Reports,1
W4411961747,10.17087/jbnhs/2023/v120/169346,"Repercussions of Anthropogenic Noise on Birds: Effect on Their Behaviour, Distribution, Abundance, Species Richness and Diversity",2023,Journal of the Bombay Natural History Society (JBNHS),0
W4392093092,10.15359/rca.58-2.1,"Caracterización acústica de fincas bajo pago por servicios ambientales en la Reserva Forestal Golfo Dulce, Costa Rica",2024,Revista de Ciencias Ambientales,1
W7168712747,10.3897/natureconservation.64.169272,"Urban noise does not alter spectral characteristics, but increases element delivery rate in the territorial song of the Austral Thrush (Turdus falcklandii Quoy &amp;amp; Gaimard, 1824)",2026,Nature Conservation,0
W4381167450,10.1177/02780771231176504,The Sound of Silence: An Immersive Approach to Spearfishermen's Ecological Knowledge Along the Dakar Coastline,2023,Journal of Ethnobiology,1
W3148893593,10.1111/head.12374,Perceived Body Weight Status of Youngsters Interferes With Headache in Obese and Non‐Obese Subjects,2014,Headache The Journal of Head and Face Pain,7
W7162484723,10.3390/land15060919,Public Perception of Urban Forests in Portugal,2026,Land,0
W4411360983,10.1371/journal.pone.0326201,The influences of urbanization on breeding behavior of American bullfrog (Aquarana catesbeiana) in South Korea,2025,PLoS ONE,0
W2078942879,10.1016/j.protcy.2015.02.038,Soundproofing Performance Evaluation of Panels Made of Fibers of Acrylonitrile Butadiene Styrene Copolymer (ABS),2015,Procedia Technology,3
W2774718092,10.1353/shb.2017.0044,“O’erwhelmed with Noise”: Sound-Houses and Sonic Experiments in Ben Jonson’s Epicene,2017,Shakespeare bulletin,4
W4390580512,10.1080/10402004.2023.2299484,Characteristics and mechanism of friction noise and vibration of disk brake under DC magnetic field,2024,Tribology Transactions,5
W3020984503,10.1016/j.anbehav.2004.02.001,Animal Signals,2004,Animal Behaviour,1
W7165183302,10.1016/j.trf.2026.103707,Perception and response of cyclists interacting with autonomous electric vehicles - a virtual reality study,2026,Transportation Research Part F Traffic Psychology and Behaviour,1
W7150087539,10.30939/ijastech..1894422,"Geographic Information System Based Traffic Noise Measurement, Mapping, Modelling in a Historic Settlement Area Included in Cittaslow Network in Türkiye",2026,International Journal of Automotive Science And Technology,0
W4387473315,10.4103/nah.nah_15_22,The Effect of Auditory Stimulation on the Nonlinear Dynamics of Heart Rate,2023,Noise and Health,5
W2086315340,10.1353/rah.2004.0027,When Sound Mattered,2004,Reviews in American History,2
W7128424226,10.1007/s11252-025-01897-y,"Noise, resources, and social factors shape space use and movement patterns in a small Amazonian primate",2026,Urban Ecosystems,0
W4389889663,10.1121/10.0023933,Testing a computational model for aural detection of aircraft in ambient noise,2023,The Journal of the Acoustical Society of America,1
W4404247920,10.1007/s44217-024-00335-z,"Performance evaluation of students’ hostel of the college of Agriculture and Environmental Science Kaduna State University, Nigeria",2024,Discover Education,3
W4416505201,10.5751/jfo-00718-960403,"Poke, gape, or escape? Diurnal anthropogenic noise disrupts Eastern Bluebird ( Sialia sialis ) incubation and nest attendance behavior",2025,Journal of Field Ornithology,0
W3130743785,10.46505/ijbi.2021.3105,IMPACT OF SOUND POLLUTION ON ANIMAL AND HUMAN HEALTH,2021,International Journal of Biological Innovations,3
W1991646723,10.1044/jshr.1704.724,Monaural and Binaural Speech Perception through Hearing Aids under Noise and Reverberation with Normal and Hearing-Impaired Listeners,1974,Journal of Speech and Hearing Research,154
W7124719101,10.1007/s43546-025-01040-1,Multisensory engagement: The impact of digital marketing stimuli on in-store shopping experience and repurchase intentions,2026,SN Business & Economics,1
W4285540936,10.1525/jams.2021.74.3.663,"<i>Dancing Revolution: Bodies, Space and Sound in American Cultural History</i>, by Christopher J. Smith",2021,Journal of the American Musicological Society,1
W4229444641,10.1121/10.0010698,Spatio-temporal patterns of blue and fin whale sound production identified in National Oceanic Atmospheric Administration-National Park Service Ocean Noise Reference Station Network recording sites in the Pacific Ocean,2022,The Journal of the Acoustical Society of America,0
W4405983241,10.14712/12128112.3516,Urbanity and Ethnomusicology; a Perspective from Singapore,2012,Lidé města,0
W2197169849,10.1186/2049-3258-73-s1-p16,Impact of green/blue spaces on specific morbidity and cause-specific mortality in Belgium: the GRESP-HEALTH project protocol (2015-2019),2015,Archives of Public Health,4
W4399122453,10.54021/seesv5n1-116,"Acoustic analysis and control measures for noise in university: a case study of Adrar University, Algeria",2024,STUDIES IN ENGINEERING AND EXACT SCIENCES,2
W2756658808,10.1642/auk-17-135.1,"Peter R. Marler, 1928–2014",2017,The Auk,1
W4416566082,10.1080/17533015.2025.2593865,Landscapes of silence: designing quiet art spaces for inner peace in urban chaos,2025,Arts & Health,0
W4390918994,10.1001/jamanetworkopen.2023.51650,Nighttime Outdoor Artificial Light and Risk of Age-Related Macular Degeneration,2024,JAMA Network Open,7
W1993070395,10.1093/oq/kbn018,"Staging the Nation: Race, Religion, and History in Mexican Opera of the 1940s",2008,The Opera Quarterly,31
W7125916459,10.53982/agidigbo.2025.1302.15-j,"Prayers at Dawn, Fuji at Noon: Music, Spirituality and Everyday Wellbeing among Urban Informal Workers in Ibadan",2025,ABUAD Journal of the Humanities-AGIDIGBO,0
W7123355674,10.1016/j.oceaneng.2026.124291,Airborne sound power levels and third octave band spectra of passenger ships across operational phases in the Port of Split,2026,Ocean Engineering,3
W4389608001,10.1111/gcb.17083,Cognition as a neglected mediator of responses to anthropogenic noise,2023,Global Change Biology,3
W2360503534,,On the Types and Approaches of Urban Environment Treatment,2008,Journal of Ningbo Radio & TV University,0
W2780974380,10.4103/ijmd.ijmd_12_17,Influence of music therapy to reduce anxiety during dental procedures in the Department of Prosthodontics,2017,Indian Journal of Multidisciplinary Dentistry,4
W4415583510,10.12692/jbes/27.4.28-31,Noise pollution in the urban environment and its impact on human health: A review,2025,Journal of Biodiversity and Environmental Sciences (JBES),0
W4297373824,10.1016/j.jvoice.2022.08.026,Hoarseness Among Young Children in Day-Care Centers,2022,Journal of Voice,3
W4200049069,10.1016/j.matpr.2021.11.610,A Metropolis study of the isothermal magnetic entropy change in spin-1/2 Ising model,2021,Materials Today Proceedings,1
W4230057617,10.2307/4089960,Competition in the Air: Birds versus Aircraft,2002,The Auk,19
W7131640140,10.1002/ece3.73145,Flexibility of Territorial Aggression in Urban and Rural Chaffinches,2026,Ecology and Evolution,0
W2109825585,10.1111/j.1467-7709.2010.00909.x,"Empires of the Senses: How Seeing, Hearing, Smelling, Tasting, and Touching ShapedImperial Encounters",2010,Diplomatic History,20
W4220797064,10.5406/21567417.66.1.03,The Social Spaces of Music Traditions in Baghdad before and after Destruction,2022,Ethnomusicology,2
W4281686267,10.1097/01.hj.0000833460.14917.2a,Noise Effects on Sleep and Health Consequences,2022,The Hearing Journal,2
W4414357792,10.1177/1351010x251364498,Investigation of cylinder scatterers coated with moss plants for sound barriers in urban environments,2025,Building Acoustics,0
W1714610956,10.1111/j.1365-2796.2011.02489.x,Air pollution and its cardiovascular and other risks,2011,Journal of Internal Medicine,6
W1586447950,10.1111/conl.12195,Quantum Conservation Biology: A New Ecological Tool,2015,Conservation Letters,6
W4400147386,10.58286/29772,A Laboratory test aimed at demostrating the potential of an Interferometric Radar to estimate the Seismic Risk of damaged buildings,2024,e-Journal of Nondestructive Testing,1
W4312081779,10.1097/01.hj.0000911304.65886.36,Hearing Health on Hold: Why We Need Silent Options,2022,The Hearing Journal,2
W3111514681,10.1525/res.2021.2.1.1,Introduction,2021,Resonance The Journal of Sound and Culture,1
W2794253698,10.1093/pubmed/fdy059,The challenge of opt-outs from NHS data: a small-area perspective,2018,Journal of Public Health,24
W7119101044,10.1108/apjba-10-2024-0589,The joy of live-streaming shopping that customers regret: the effect of social presence on rumination,2026,Asia-Pacific Journal of Business Administration,1
W7119821147,10.1093/eurheartj/ehaf1072,From noise to heart disease: European Environment Agency sounds the alarm for Europe 2025,2025,European Heart Journal,1
W2894292974,10.1111/scs.12620,On locating the metaparadigm concept environment within caring science,2018,Scandinavian Journal of Caring Sciences,4
W4414444812,10.3389/fpsyg.2025.1674161,Toward a more just and inclusive environmental psychology: moving beyond genderwashing and performative inclusion,2025,Frontiers in Psychology,1
W4404299342,10.1016/j.tust.2024.106213,Analysis of nonlinear elastic spatiotemporal characteristics of the shallow subsurface,2024,Tunnelling and Underground Space Technology,1
W2399165603,10.5849/jof.16-010,A Special Issue of the &lt;I&gt;Journal of Forestry&lt;/I&gt;—Wilderness Science and Its Role in Wilderness Stewardship,2016,Journal of Forestry,2
W4410975439,10.3390/su17115125,How Can Urban Forms Balance Solar and Noise Exposition for a Sustainable Design?,2025,Sustainability,0
W2936896189,10.1111/rest.12565,"Language‐learning, orality, and multilingualism in early modern Anglophone narratives of Mediterranean captivity",2019,Renaissance Studies,4
W4393028023,10.1093/ae/tmae001,Art is Science is Art: Strengthening Connections Between Entomology and the Arts,2024,American Entomologist,3
W4243148252,10.1097/ee9.0000000000000151,"ISEE Young Virtual Conference, Basel, Switzerland, 18-19 February, 2021",2021,Environmental Epidemiology,3
W7167846766,10.4103/nah.nah_45_26,"Socio-Demographic, Environmental, and Self-Mediated Aural Practices Determinants of Aural Health in Urban Slums of Bhubaneswar, India: A multivariable Analysis to Suggest Recommendations",2026,Noise and Health,0
W4250626123,10.5204/mcj.1598,Wandering,2019,M/C Journal,1
W2133571059,10.1111/1365-2435.12245,Road noise and signal divergence via developmental plasticity in an arthropod,2014,Functional Ecology,1
W3030875131,,Seeking basic needs and other tales of excess,2018,Australasian Journal of Paramedicine,0
W4412363190,10.1016/j.beproc.2025.105236,Noise-induced vocal shifts in the Himalayan Monal (Lophophorus impejanus) vocal distribution in two different habitats,2025,Behavioural Processes,1
W2885347652,10.1353/fau.2012.0012,"“The Megaphone’s Bellowing and Bodiless Profanity”: If I Forget Thee, Jerusalem and the Culture of Cacophony",2012,The Faulkner journal,1
W4389110137,10.11113/aej.v13.19417,ACOUSTICAL ANALYSIS FOR THE LECTURE ROOMS IN UNIMAP,2023,ASEAN Engineering Journal,1
W3128067331,10.1093/musqtl/gdaa012,“Our Brothers Across Canal”: Forging Intraracial Unity through Western Art Music Practice in Mid-Nineteenth and Early Twentieth-Century New Orleans,2020,The Musical Quarterly,1
W804575819,10.1044/leader.ftr6.11162006.22,Five Important Questions About FM Systems and Cochlear Implants,2006,ASHA Leader,3
W2982056011,10.1097/01.ee9.0000611300.70501.8d,"On traffic-related air pollution and noise, mediating associations between urban design (including greenness) and mental health. Evidence from the Barcelona Health Survey",2019,Environmental Epidemiology,0
W4385637967,10.1093/biosci/biad058,Artificial light at night: A research field in action,2023,BioScience,1
W3091953566,10.1002/bes2.1785,Biological Field Stations in the Heart of the Congo Basin Rainforest,2020,Bulletin of the Ecological Society of America,1
W4388269925,10.1111/lang.12618,The Neurocognitive Underpinnings of Second Language Processing: Knowledge Gains From the Past and Future Outlook: A Response to Open Peer Commentaries,2023,Language Learning,3
W4406468062,10.3390/metabo15010054,Development of an Alternative Protocol to Study Muscle Fatigue,2025,Metabolites,2
W1829377885,10.5204/mcj.931,Crocodile Tears? Authenticity in Televisual Pedagogy,2015,M/C Journal,6
W2564417333,10.1086/689658,"Taking Back the Laugh: Comedic Alibis, Funny Fails",2016,Critical Inquiry,20
W2905886190,10.1044/leader.scm.11072006.1,Sound Field Systems on the Rise in Schools,2006,ASHA Leader,5
W7118092735,10.4103/nah.nah_43_25,Is Too Noisy as Bad as Too Quiet? The Inverted U-shaped Relationship between Noise and Sleep Duration,2025,Noise and Health,0
W1602947878,10.1111/j.1468-0394.2010.00556.x,Thinking inside the box,2010,Expert Systems,3
W4239496954,10.1890/1540-9295-11.3.116,Dispatches,2013,Frontiers in Ecology and the Environment,1
W2782947893,10.1016/j.jth.2017.11.062,Go your Gait! Artistic Research about Walking and Listening ( breakout presentation ),2017,Journal of Transport & Health,0
W842081642,,"Fourth ""New Beethoven Research"" Conference: ""Beethoven and the Congress of Vienna""",2014,The Beethoven newsletter,1
W4399703590,10.1002/ecy.4370,Stressed reptiles pay the metabolic price of war,2024,Ecology,1
W4405909724,10.54021/seesv5n3-086,Acoustic and perceptual spatial delimitation in public places - a multi-criteria method,2024,STUDIES IN ENGINEERING AND EXACT SCIENCES,0
W4402205182,10.1002/tax.13247,"Report From The XX International Botanical Congress, Madrid, Spain, 21–27 July 2024",2024,Taxon,2
W4312191350,10.1111/aman.13785,Introduction,2022,American Anthropologist,19
W7165012236,10.1215/0961754x-12264477,A Veil of Silence: Women and Sound in Renaissance Italy,2026,Common Knowledge,0
W4386758349,10.1111/all.15880,The contribution of digital health to net zero patient care in allergic diseases: From concept to practice,2023,Allergy,2
W7131636050,10.1016/j.geopsy.2026.100058,Environmental exposures and cognitive-psychosocial development of children in Asia: A scoping review,2026,Geopsychiatry,0
W2059669948,10.1111/j.1747-1567.2009.00523.x,FULL-SCALE MODAL TESTING OF VAULTED GOTHIC CHURCHES: LESSONS LEARNED,2009,Experimental Techniques,31
W4205164943,10.1542/pir.27.12.455,Sleep Problems,2006,Pediatrics in Review,1
W7128512853,10.1097/nr9.0000000000000110,Effects of indoor acoustic and olfactory environment in nursing homes on the perception of the older adults,2026,Interdisciplinary Nursing Research,0
W4406955535,10.1016/j.ecolind.2026.114848,Acoustic indexes as predictors of bird richness: Insights from atlantic forest fragments,2026,Ecological Indicators,0
W2770619220,10.1121/1.5014701,Study of architectural design &amp; acoustic conditions of primary schools in Singapore,2017,The Journal of the Acoustical Society of America,0
W4307337453,10.1016/j.cub.2022.09.046,The avisphere,2022,Current Biology,3
W4211043822,10.1093/em/caab061,Sounds powerful,2021,Early Music,0
W7165628851,10.1093/pnasnexus/pgag181,Heart rate synchrony as a marker of real-world social engagement,2026,PNAS Nexus,0
W4376875346,10.52383/itfcoaching.v31i89.364,"Experiments to identify the optimal sound to use in a new sound ball to improve recruitment, retention, health, and wellness for blind and visually impaired tennis players",2023,ITF Coaching & Sport Science Review,0
W2345126796,10.1093/isle/isw012,"Narco-Pastoral: Drug Trafficking, Ecology, and the Trope of the Noble Campesino in Three Mexican Narconovelas",2016,ISLE Interdisciplinary Studies in Literature and Environment,2
W3185113276,10.1093/isle/isab050,Sensing Black Coral,2021,ISLE Interdisciplinary Studies in Literature and Environment,2
W2092079655,10.1097/00001648-200611001-00121,Development and Application of Exposure Modeling Techniques to Support Efficient Air-Quality Management,2006,Epidemiology,0
W4412545001,10.1097/md.0000000000042787,2nd International Conference on Public Health and Health Sciences (PHHS2025),2025,Medicine,1
W603911641,,IMPROVEMENTS TO THE MUNICIPAL ROAD NETWORK IN FIVE TOWNS: DEMONSTRATION PROJECT IN MAELARDALEN REGION OF THE SWEDISH NATIONAL ROAD ADMINISTRATION IN 2001/2002,2003,VTI MEDDELANDE,0
W7140916121,10.1186/s40359-026-04219-9,"Music preferences, listening purposes, perfectionism and substance use in Egyptian college students: a cross-sectional study",2026,BMC Psychology,0
W4313503847,10.13189/cea.2023.110132,The Difference of the Surrounding Environment's Function Complexity on the Formation of Environmental Sound Character,2023,Civil Engineering and Architecture,0
W4307573593,10.1093/musqtl/gdac009,“This Year’s Model”: Toward a Sloanist Theory of Popular Music Production,2022,The Musical Quarterly,1
W7125676503,10.1250/ast.e25.73,Experimental study of prediction model of insertion loss of buildings for elevated noise source,2026,Nippon Onkyo Gakkaishi/Acoustical science and technology/Nihon Onkyo Gakkaishi,0
W7167809770,10.3390/su18146996,Noise as an Environmental Pressure Factor: Implications for Shaping Environmental Standards and Sustainable Environmental Management,2026,Sustainability,0
W4378192071,10.5406/19452349.40.3.05,Cambodian American Listening as Memory Work,2022,American Music,1
W3111087067,10.5204/mcj.2390,Scan and Deliver,2005,M/C Journal,0
W7127050477,10.1140/epjs/s11734-026-02140-1,Chromatic recurrences applied to joint walking time series of a blind mother–child dyad,2026,The European Physical Journal Special Topics,0
W38109404,10.1121/10.0023933,coal bolting equipment,2004,The Journal of the Acoustical Society of America,0
W1990785346,10.1111/j.1524-2226.2006.00073.x,The Politics of Nomenclature,2006,Journal of Popular Music Studies,3
W2327014994,10.2208/journalip.18.181,Location of Large-Scale Retail Stores under Economic Regulation and their Impact Assessment on Neighborhood Environment,2001,INFRASTRUCTURE PLANNING REVIEW,0
W7167897004,10.1038/s41598-026-61794-y,"Assessing noise levels at social events within Kumasi Metropolis, Ghana",2026,Scientific Reports,0
W575757154,,DIRECT EVALUATION OF ADDITIONAL COSTS TO THE NATIONAL ECONOMY IN THE FORM OF DAMAGE TO HEALTH CAUSED BY EXHAUST GAS EMISSION FROM ROAD TRAFFIC,1977,Z VERKEHRSWISS,0
W2766801456,10.1093/eurpub/ckx187.280,Effects of road-traffic nuisance on the active travel modes. What are the consequences?,2017,European Journal of Public Health,0
W2909775740,,JATI 23 (2) 2018 GUEST EDITORIAL,2018,JATI - JOURNAL OF SOUTHEAST ASIAN STUDIES,0
W1639061627,10.1353/shb.2015.0050,A Midsummer Night’s Dream by Southern Shakespeare Festival (review),2015,Shakespeare bulletin,0
W33666869,10.1007/s40572-021-00307-7,ОЦЕНКА КРИТИЧЕСКОГО РАДИУСА ДИСЛОКАЦИОННЫХ ПЕТЕЛЬ В КРЕМНИИ И ГЕРМАНИИ С УЧЕТОМ ЭНЕРГИИ ДЕФЕКТА УПАКОВКИ,2012,Фундаментальные исследования (Fundamental Research),0
W7119499726,10.3389/fevo.2025.1720295,Cognitive alignment as a pathway to collaborative environmental sound AI in ecological monitoring,2026,Frontiers in Ecology and Evolution,0
W4396807455,10.53555/jaz.v44i1.4699,Noise Pollution: A Public Wellbeing Challenge,2023,Journal Of Advanced Zoology,0
W2330778180,10.2307/852107,Impressions of Finnish Music Research,1994,Ethnomusicology,0
W7165168981,10.1007/s00034-026-03667-3,Active Noise Blunting: A BIBO-Stable Event-Driven Nonlinear Alternative to Cancellation Under α-Stable Impulsive Noise,2026,Circuits Systems and Signal Processing,0
W4411604494,10.18607/es20231214923,Financial viability of horizontal sealing elements with different acoustic performance ratings,2023,E&S Engineering and Science,0
W4414314142,10.1093/ahr/rhaf299,Julia Rombough. <i>A Veil of Silence: Women and Sound in Renaissance Italy</i>,2025,The American Historical Review,0
W2891064945,10.1093/icb/icy112,Prehistoric Body Theater: Bringing Paleontology Narratives to Global Contemporary Performance Audiences,2018,Integrative and Comparative Biology,1
W4409739346,10.1111/aman.28072,Spectral sonics: Field recordings from an extractive zone,2025,American Anthropologist,0
W4414784115,10.70121/001c.145123,Usage of Music within Commercial Marketing,2025,Scholarly review .,0
