no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
1076,staying,Latent-variable correlations re-estimated in model M2,Soundscape pleasantness and eventfulness with static / dynamic behaviour and SRE,correlation,SSP-Static 0.558; SSE-Static 0.542; SSP-Dynamic 0.129; SSE-Dynamic 0.23; SSP-SRE 0.800; SSE-SRE 0.774; Static-SRE 0.552; Dynamic-SRE 0.232,N = 419,Table 10 (discriminant validity of M2),Discriminant validity test for model M2,YES
1076,staying,Mediation of soundscape effect on SRE through static behaviour (bootstrap 5000 samples),Indirect vs direct vs total effect of pleasantness and eventfulness,regression,"Pleasantness to SRE total 0.508 (SE 0.09, 95% CI 0.326-0.671), indirect via static behaviour 0.041 (SE 0.02, CI 0.005-0.099), direct 0.467 (SE 0.09, CI 0.279-0.638); Eventfulness total 0.336 (SE 0.09, CI 0.173-0.506), indirect 0.03 (SE 0.03, CI 0.000-0.104), direct 0.306 (SE 0.08, CI 0.163-0.471)",N = 419; 5000 bootstrap resamples,Table 13,static behavior is the only mediating factor accounting for 8% of the total effect,YES
1076,staying,Static behaviour predicted by pleasantness and visit intensity (conditional process model M3),Soundscape pleasantness and visit intensity (VI = time of stay x visit frequency),regression,"Pleasantness beta = 0.44, SE = 0.04, t = 10.23 ***; VI beta = 0.13, SE = 0.04, t = 2.94 **; Pleasantness x VI beta = -0.02, SE = 0.04, t = -0.45; R = 0.47, R2 = 0.22, F = 39.2",N = 419,Table 14,the variable Static behavior x VI showed a significant and negative effect on the SRE,YES
1076,other,SRE moderated by visit intensity (outcome is restorative experience not behaviour),Pleasantness x VI and Static behaviour x VI interaction terms,regression,"Pleasantness beta = 0.69, SE = 0.04, t = 19.61 ***; VI beta = 0.11, SE = 0.03, t = 3.15 **; Pleasantness x VI beta = 0.10, SE = 0.04, t = 2.62 **; Static behaviour beta = 0.13, SE = 0.04, t = 3.6 ***; Static behaviour x VI beta = -0.11, SE = 0.42, t = -2.68 **; R = 0.77, R2 = 0.6, F = 122.22",N = 419,Table 14,visit intensity moderates both the direct path of soundscape pleasantness affecting the SRE and the indirect path through static behavior,YES
1076,other,Acoustic exposure context (measured sound levels; no per-condition behaviour contrast),Measured LAeq 3-min across five case-study parks,none,LAeq 3-min overall range 43.9-67.7 dBA; West Lake 52.4-61.9; Zuohai 49.2-59.7; Wenquan 54.6-67.7; Fuzhou National Forest 43.9-65.6; Jin an 53.7-66.7 dBA,"measurement points across 5 parks, 3-min measurements in 08:00-12:00 and 14:00-18:00",Table 1 and Section 2.1,all five urban parks had rich soundscapes with LAeq 3-min ranging from 43.9 dBA to 67.7 dBA,NO
1110,movement,Cycling volume (Strava Heatmap raster value per 20 m buffer),GBDT model of visual + auditory + perceived street features vs OLS baseline,regression,"GBDT R2 = 0.623, RMSE = 16.904; OLS R2 = 0.445, RMSE = 20.462; learning rate 0.02, max depth 5","8854 sample points, 35416 valid street view images; 80 % training / 20 % test",Section 4.2,The GBDT model achieved an R2 of 0.623 and an RMSE of 16.904 whereas the OLS model had an R2 of 0.445,NO
1110,movement,Cycling volume - relative importance of acoustic vs visual features,Mean absolute SHAP value ranking (no numeric SHAP values given in text),none,"top 50 % of features listed in rank order: noise intensity, safety, visual enclosure (VE), sound quality, liveliness, natural sounds, green view index (GVI), visual bikeability (VB); numeric SHAP values only in Fig. 6",8854 sample points,Section 4.3 and Fig. 6,the top 50 % of features influencing cycling volumes include noise intensity safety visual enclosure sound quality liveliness natural sounds,NO
1110,movement,Cycling volume - nonlinear thresholds for soundscape features,SHAP partial dependence of each soundscape feature (0-1 scale predicted from imagery),none,noise intensity negative throughout; sound quality positive stabilising near 0.75; natural sounds positive stabilising near 0.62; eventful suppressive above 0.62; traffic noise negative especially above 0.6; calm stable and negative,8854 sample points,Section 4.4.2 and Fig. 8,sound quality and natural sounds have a positive influence on cycling behavior with their effects stabilizing around values of approximately 0.75 and 0.62,NO
1110,movement,Cycling volume - acoustic x visual and acoustic x perceptual interaction thresholds,SHAP interaction values between feature pairs,none,noise intensity above 0.7 with traffic noise above 0.6 = synergistic negative; natural sounds mitigate noise intensity in range 0.55-0.72; noise intensity above 0.68 with VE above 0.35 = negative; sound quality with VE above 0.35 = synergistic positive; noise intensity above 0.71 with high vibrancy = negative; perceived safety mitigates noise intensity 0.5-0.7; sound quality above 0.72 with safety above 165 = synergistic positive; high noise above 0.67 with enclosure above 0.38 = antagonistic,8854 sample points,Sections 4.5.2 and 5.2 (Figs. 12-14),natural sounds are shown to mitigate the adverse effects of noise intensity to some extent,NO
1110,movement,Share of explained effect attributable to main vs interaction effects,SHAP decomposition of street spatial quality effects on cycling volume,percent,main effects 69.26 %; interaction effects 30.74 %,8854 sample points,Section 4.5.1,the main effects and interaction effects of street spatial quality accounted for 69.26 % and 30.74 % respectively,NO
1110,movement,Cycling volume differences across street/path types,Off-road shared paths vs on-road bike lanes vs informal bike routes vs miscellaneous bike paths (ANOVA),test_stat,"*** p < 0.001 only; no F value, df, means or SDs reported in text or figure caption",8854 sample points,Section 4.1 and Fig. 5,off-road shared paths have the highest cycling volumes followed by on-road bike lanes and informal bike paths,NO
1110,other,Validity of the acoustic exposure measure (soundscape features are predicted from imagery not measured),Deep-learning prediction of 15 soundscape labels from street view imagery,regression,"benchmarked average predictive R2 of 0.48 (Zhao et al. 2023); 8 features retained with R2 > 0.4: sound intensity, sound quality, traffic noise, natural sounds, mechanical noise, chaotic, calm, eventful",not applicable (feature-level validation),Section 3.3.2,Their results reported an average predictive R2 of 0.48 indicating a moderate yet acceptable level of predictive accuracy,NO
1115,movement,Predicted travel mode (car / bicycle / walk) from commuting itineraries,Random forest classification using noise exposure plus built environment predictors,percent,"Greater London: 500 trees, 3 features, 92% accuracy; Brisbane: 500 trees, 4 features, 84% accuracy; trained on 70 % and tested on 30 % of data",about 300k trips in Greater London and about 300k trips in Brisbane (2011 UK Census and 2017 Australian Census commuting flows),Section Random forest tuning training and testing,In the Greater London model 3 resulted to be the best number of features resulting in 92% accuracy,NO
1115,movement,Relative importance of noise exposure for predicting travel mode,Gini importance of noise-class exposure variables vs distance and built environment,none,no numeric importance values reported in text (Fig. 3 only); distance most important in both cities; noise more relevant in Greater London than Brisbane; the 70db-75db class is among the 5 most important variables in the Greater London model,about 300k trips per city,Results section and Fig. 3,noise levels are more relevant to the mode of travel prediction in Greater London than in Brisbane,NO
1115,movement,Log-odds of walking / cycling / driving by share of trip exposed to each noise class,Partial dependence on proportion of trip distance in each noise class,none,walking most likely when exposure to 55db-60db or below 55db covers less than 10 % or more than 90 % of the trip; driving and cycling more likely at 10 % to 50 % exposure; for the 70db-75db class car exceeds cycling above 50 % exposure versus 25 % for lower noise classes; no coefficients or effect sizes reported,about 300k trips per city,Results section and Fig. 4,walking is more likely to be the predicted class when commuters are exposed to that noise level for less than 10% of the trip,NO
1115,movement,Direction of the cycling-noise association,Cycling likelihood across increasing noise exposure share,none,stated as a systematic monotone direction; no numeric estimate given: the likelihood of cycling is systematically higher for higher level of exposure,about 300k trips per city,Discussion and Conclusion,the likelihood of cycling is systematically higher with greater exposure to noise indicating that cyclists are more likely to choose routes in noisier environments,NO
1115,other,Correlation between built environment density and noise exposure (predictor-predictor; not a behaviour outcome),Building density with each noise-class exposure share,correlation,"Greater London: -0.34 with exposure to below 55db, -0.24 with 55db-60db, +0.43 with 70db-75db; Brisbane: -0.16 with below 58db, +0.4 with 68db-73db, -0.3 with above 73db",about 300k trips per city (correlation matrix in Fig. 2),Discussion and Fig. 2,building density tends to drive the likelihood of walking up and at the same time correlates negatively with the lowest noise categories,NO
1115,other,Definition of the acoustic exposure classes (context for any contrast),Modelled annual average road traffic noise (CoRTN),none,"Greater London six ordinal classes: above 75.0dB, 70.0-74.9dB, 65.0-69.9dB, 60.0-64.9dB, 55.0-59.9dB, below 54.9dB (16-hour 0700-2300 average); Brisbane five classes: below 58dB, 58-63dB, 63-68dB, 68-73dB, above 73dB (18-hour average)",hexagonal grid of about 25 hectares covering both cities,Materials and methods - Data,Noise levels for Greater London are estimated into six ordinal classes,NO
1122,social,Willingness for social interaction (0-100 self-report) under birdsong tempo,"Slow (30 % compression) vs medium (original) vs fast (30 % extension) birdsong tempo, within social support subgroups - null result",test_stat,"Low social support (M = 57.24, SD = 25.23): F (2, 55) = 0.491, p = 0.615; Medium (M = 70.21, SD = 19.71): F = 0.780, p = 0.463; High (M = 73.98, SD = 18.57): F = 0.736, p = 0.483; between-groups MS 318.335 / 304.930 / 256.222","360 participants total (30 per scenario, 12 scenarios); 180 in birdsong conditions; subgroup n not stated, within-group df 55 / 59 / 57",Section 3.1 and Table 4,for participants with low social support (M = 57.24 SD = 25.23) the F (2 55) = 0.491 p = 0.615,YES
1122,social,Willingness for social interaction under birdsong tempo by social connection level,Slow vs medium vs fast birdsong tempo within social connection subgroups - null result,test_stat,"Low social connection: F (2, 50) = 1.280, p = 0.287 (MS 904.226); Medium: F (2, 57) = 1.112, p = 0.336 (MS 458.992); High: F (2, 64) = 0.450, p = 0.640 (MS 162.173)",180 in birdsong conditions; within-group df 50 / 57 / 64,Table 4,the ANOVA results also indicated non-significant differences with F values ranging from 0.450 to 1.280,YES
1122,social,Willingness for social interaction (0-100) under water sound tempo by social support level,Slow vs medium vs fast water sound tempo within social support subgroups,test_stat,"Low: F (2, 71) = 0.267, p = 0.766 (MS 134.613); Medium (M = 69.33, SD = 19.75): F (2, 52) = 3.316, p = 0.044 (MS 1191.731); High: F (2, 48) = 2.041, p = 0.141 (MS 879.485)",180 in water sound conditions; within-group df 71 / 52 / 48,Section 3.1 and Table 4,the ANOVA indicated a significant effect of tempo on willingness to engage in social interactions F (2 52) = 3.316 p = 0.044,YES
1122,social,Willingness for social interaction (0-100) under water sound tempo by social connection level,Slow vs medium vs fast water sound tempo within social connection subgroups,test_stat,"Low: F (2, 53) = 0.066, p = 0.936 (MS 30.993); Medium: F (2, 61) = 0.544, p = 0.583 (MS 285.699); High (M = 69.85, SD = 18.78): F (2, 57) = 3.511, p = 0.036 (MS 1140.763)",180 in water sound conditions; within-group df 53 / 61 / 57,Section 3.1 and Table 4,another significant result was observed for participants with high social connection (M = 69.85 SD = 18.78) F (2 57) = 3.511 p = 0.036,YES
1122,social,Willingness for social interaction - tempo x social condition two-way ANOVA (tempo interaction is the acoustic term),Tempo (slow/medium/fast) x social support level; and tempo x social connection level,test_stat,"Tempo x social support interaction F (4, 351) = 0.530, p = 0.714, partial eta2 = 0.006; tempo x social connection interaction F (4, 351) = 0.480, p = 0.750, partial eta2 = 0.005",N = 360,Section 3.2,There was no statistically significant interaction between tempo and personal social support condition for willingness for social interaction score,YES
1122,social,Willingness for social interaction - main effect of personal social condition [non-acoustic contrast],Low vs medium vs high social support; low vs medium vs high social connection,test_stat,"Social support main effect F (2, 351) = 9.609, p < 0.001, partial eta2 = 0.052; marginal means 59.554 +/- 1.865 (low), 68.051 +/- 1.986 (medium), 71.036 +/- 2.020 (high). Social connection main effect F (2, 351) = 6.758, p = 0.001, partial eta2 = 0.0372; marginal means 61.261 +/- 2.110, 64.887 +/- 1.947, 71.467 +/- 1.913. Welch one-way: social support F (2, 237.486) = 9.921, p = 0.000; social connection F (2, 229.435) = 7.507, p = 0.001 (Table 5 prints df1 = 55 for social connection - probable typo)","N = 360 (all participants M = 65.96, SD = 21.826)",Sections 3.2 and Table 5,significant difference in mean willingness for social interaction scores between participants in different social support groups,YES
1122,social,Percent increase in willingness for social interaction by social condition [non-acoustic contrast],High vs low and medium vs low social support / social connection (Bonferroni pairwise),percent,"Social support: high vs low +11.482 points (95 % CI 4.868 to 18.095), around 19 % increase, p < 0.001; medium vs low +8.496 (95 % CI 1.943 to 15.050), around 14 %, p = 0.006. Social connection: high vs low +10.206 (95 % CI 3.355 to 17.057), around 17 %, p < 0.001; high vs medium +6.580 (95 % CI 0.014 to 13.146), around 11 %, p = 0.049",N = 360,Section 3.2,High-level social support was associated with a mean willingness for social interaction score of 11.482 points higher than low-level social support,YES
1122,social,Correlations of willingness for social interaction with behaviour and sound environment evaluation,Pearson correlations among study variables,correlation,willingness with social interaction index r = 0.268 (p < 0.001); with social support r = 0.220; with social connection r = 0.214; with attention to sound environment r = 0.287; with overall sound quality r = 0.318; with appropriateness of the sound environment r = 0.306 (all p < 0.001),N = 360,Section 3.3 and Table 6,Willingness to engage in social interactions was also positively and strongly correlated with attention to the sound environment,YES
1122,social,Social Interaction Index (SII = actual interactions with NPCs per minute) correlations - null results,Pearson correlations of observed interaction frequency with sound evaluation and social condition,correlation,SII with social support r = -0.100 (p = 0.06); with social connection r = -0.035 (p = 0.503); with overall sound quality r = 0.011 (p = 0.833); with appropriateness r = 0.22 in text and 0.022 in Table 6 (p = 0.575); with attention r = 0.008 (p = 0.884),N = 360,Section 3.3 and Table 6,the frequency of these interactions is not significantly influenced by their social support and social connection levels or perception of the sound environment,YES
1122,reverse-acoustic,Sound environment evaluation (attention / overall sound quality / appropriateness) as outcome of personal social condition,Pearson correlations of social support and social connection with acoustic evaluations,correlation,"social support with attention r = 0.101 (p = 0.056), with overall sound quality r = 0.183 (p < 0.001), with appropriateness r = 0.132 (p < 0.05); social connection with attention r = 0.178, with overall sound quality r = 0.200, with appropriateness r = 0.150 (all p < 0.001); attention with sound quality r = 0.235; attention with appropriateness r = 0.177; sound quality with appropriateness r = 0.634",N = 360,Section 3.3 and Table 6,social connection was significantly correlated with attention to the sound environment overall sound quality and the appropriateness of the sound environment,YES
1122,social,Summary percent effect of social condition on willingness [non-acoustic contrast],Higher vs lower personal social condition,percent,over 11 % greater willingness for social interaction (abstract and conclusion wording),N = 360,Abstract and Section 5 Conclusion,Participants with higher levels of social condition showed over 11 % greater willingness for social interaction,NO
1122,other,Acoustic manipulation and exposure context (no absolute level control),Tempo manipulation of mixed birdsong and fountain water sound in a virtual Unity3D park,none,"tempo adjusted by 30 %: slow = 30 % compression, medium = original, fast = 30 % extension; all stimuli normalised to the same RMS; calibration white noise at -19.8 dBFS total RMS; playback intensity in decibels could not be controlled or measured; crowd density 96 (low) vs 192 (high) non-player characters","360 participants, 12 scenarios of 30, minimum 5 min exploration",Sections 2.1 2.2 and 2.3,All sounds used in the experiment were normalized to the same RMS level to ensure consistency across conditions,NO
1174,movement,Bikeshare cycling volume (pickups + drop-offs per 500 m hexagonal grid),LightGBM model comparison: BE only vs BE+streetscape vs BE+soundscape vs full model,regression,R-squared 0.3988 (BE); 0.4590 (BE+streetscape); 0.4867 (BE+soundscape); 0.5970 (BE+streetscape+soundscape),"1,086 grids; 2,790,546 trips",Table 2,"Model 4, which additionally included soundscape features, explained more variance in cycling behavior, with R2 increasing from 0.3988 to 0.5970",NO
1174,movement,Relative feature importance for bikeshare usage,soundscape feature group vs visual streetscape feature group,percent,Soundscape 24.69 %; visual perceptions 19.77 %,"1,086 grids",Sec 4.2 / Fig. 7,"Soundscape features account for 24.69 % of the explanatory power, compared to 19.77 % from visual perceptions",NO
1174,movement,Cycling volume - SHAP nonlinear threshold values,natural sound / boring / lively-safe-beautiful levels,none,natural sound SHAP turns negative beyond 0.52 (Sec 5.1 states below 0.5); boring threshold 0.21; lively-safe-beautiful turn positive at approx 0.7,"1,086 grids",Sec 4.2 / Fig. 8; Sec 5.1,"natural sound benefits cycling only when its intensity is below 0.5; beyond this threshold, its effect reverses",NO
1174,other,METHOD VALIDATION (not a behaviour outcome): predicted soundscape indicator vs field-measured sound intensity,predicted value vs sound level meter ground truth,correlation,r = 0.575,72 sample points; field audit Nov-Dec 2024,Sec 4.1.1 / Fig. 4,It revealed a moderately high correlation (r = 0.575) between the predicted and ground truth,YES
1174,other,Generalized soundscape quality vs generalized streetscape quality,Spearman correlation between visual and auditory perceptual quality,none,coefficient not reported (described only as moderately significant),"1,086 grids",Sec 4.1.2,A Spearman correlation test further revealed a moderately significant relationship between visual and auditory perceptual quality,NO
1177,movement,"Walking comfort (WC), median Likert per listening point","sound comfort (SC) vs walking comfort, morning 9 a.m.",correlation,"rho = 0.40, p = 0.033, 95% CI [0.05; 0.67]",58 soundwalk participants; listening points A1-E5; correlation n not stated,Fig. 12 / Sec 4.4.4,"SC-WC (rho = 0.40, p = 0.033, 95% CI [0.05; 0.67])",YES
1177,movement,"Walking comfort (WC), median Likert per listening point","sound comfort (SC) vs walking comfort, evening 8 p.m.",correlation,"rho = 0.29, p = 0.125, 95% CI [-0.07; 0.62]",58 soundwalk participants; correlation n not stated,Fig. 12 / Sec 4.4.4,"the SC-WC correlation weakened and did not reach statistical significance (rho = 0.29, p = 0.125)",YES
1177,movement,"Walking comfort (WC), median Likert per listening point","visual ambiance (VA) vs walking comfort, morning and evening",correlation,"morning rho = 0.68, p < 0.001, 95% CI [0.45; 0.84]; evening rho = 0.50, p = 0.006, 95% CI [0.20; 0.78]",58 soundwalk participants; correlation n not stated,Fig. 12 / Sec 4.4.4,"VA-WC (rho = 0.68, p < 0.001, 95% CI [0.45; 0.84])",YES
1177,other,Sound comfort (SC) vs visual ambiance (VA),"audio-visual perceptual association, morning and evening",correlation,"morning rho = 0.58, p = 0.001, 95% CI [0.27; 0.80]; evening rho = 0.57, p = 0.001, 95% CI [0.33; 0.74]",58 soundwalk participants,Fig. 12 / Sec 4.4.4 and Abstract,"moderate to strong correlations were observed between sound comfort and visual perception (rho = 0.58, p = 0.001)",YES
1177,other,Perceived sound comfort (z-scored),multivariate OLS entering five environmental predictors simultaneously,regression,"LAeq beta = -0.18 (SE 0.14, t = -1.27, p = 0.208); vegetation cover +0.25 (0.14, +1.78, 0.081); motor-vehicle density -0.23 (0.15, -1.53, 0.131); cleanliness -0.28 (0.13, -2.13, 0.038); SVF -0.04 (0.12, -0.31, 0.755)",N = 58 (standardized variables),Table A5 (Appendix G) / Fig. 13,"Only cleanliness remained significantly independently correlated with comfort (beta = -0.28, CI [-0.54, -0.02])",YES
1177,movement,Dominant walking response per sound category (7-day sound diaries),"mechanical/traffic/construction noise vs natural sounds, silence, call to prayer",none,no numeric effect size reported; modal responses only (avoidance or acceleration for traffic/construction; slowing or discomfort for market sounds); modal = at least 50% of coded occurrences,n = 50 diary participants,Fig. A3 (Appendix E) / Sec 4.3.2,"construction and traffic noises are associated with a significant impact on walking, most often leading to avoidance or acceleration",NO
1177,other,Measured LAeq vs median sound and walking comfort ratings by listening point,zone and time-of-day comparison (9 a.m. vs 8 p.m.),none,OC2 point B2 = 71.6 dB; LC1 point C3 sound levels exceeding 66 dB with favourable comfort ratings,"5 zones, listening points A1-E5, two time slots",Fig. 11 / Sec 4.4.3,point C3 stands out with favorable comfort ratings despite sound levels exceeding 66 dB,NO
1178,movement,Crowd walking speed (m/s),sound condition main effect (no played sound vs music vs fan sound),test_stat,"F = 6.642, df = 2, p = .001 (Type III SS 10.476; MS 5.238)",335 paths (58/60/56 without odour; 51/56/54 with odour); error df not reported,Table 3,the effects of the sound and odour factors on the average crowd speed were significant (p < 0.05),YES
1178,movement,Crowd walking speed (m/s),sewage odour main effect (with vs without odour),test_stat,"F = 4.058, df = 1, p = .045 (Type III SS 3.200)",335 paths (174 without odour; 161 with odour),Table 3,the speed with the odour was significantly higher than that without it,YES
1178,movement,Crowd walking speed (m/s),sound x odour interaction,test_stat,"F = .054, df = 2, p = .948 (Type III SS .085)",335 paths,Table 3,the interaction between the sound and odour factors was not (p = 0.948 > 0.05),YES
1178,movement,"Crowd walking speed (m/s), estimated marginal means","music vs no sound vs fan sound, crossed with odour",means_sd,total estimated marginal mean 1.34 m/s; largest between-condition difference approximately 0.17 m/s (no odour + music lowest; odour + fan sound highest),335 paths; no SD reported,Sec 3.2 / Fig. 5,The estimated marginal mean of the total average crowd speed was 1.34 m/s,NO
1178,movement,Crowd walking speed post-hoc (Scheffe),pairwise sound conditions,test_stat,music vs no played sound p = 0.244; no played sound vs fan sound p = 0.157; music vs fan sound p < 0.01,335 paths,Sec 3.2,a significant difference between the conditions of music and fan sound was found (p < 0.01),NO
1178,staying,Crowd duration time (seconds of stillness at a position),sound condition main effect (no played sound vs music vs fan sound),test_stat,"F = 3.601, df = 2, p = .031 (Type III SS 5244.989; MS 2622.495)",115 samples (20/21/18 without odour; 19/20/17 with odour),Table 4,the influence of the sound factor on the average duration was significant (p = 0.031 < 0.05),YES
1178,staying,Crowd duration time,sewage odour main effect and sound x odour interaction,test_stat,"Odour F = .489, df = 1, p = .486; Sound x Odour F = .025, df = 2, p = .975",115 samples,Table 4,the effects of the odour factor and interaction of the sound and odour factors were nonsignificant,YES
1178,staying,"Crowd duration time, estimated marginal means","music vs no sound vs fan sound, crossed with odour",means_sd,total estimated marginal mean 61 seconds; sewage odour reduced duration by approximately 3.5 seconds; maximum difference approximately 20 seconds,115 samples; no SD reported,Sec 3.3 / Fig. 6,The estimated marginal mean of the total average crowd duration time was 61 seconds,NO
1178,staying,Crowd duration time post-hoc (Scheffe),pairwise sound conditions,test_stat,music vs no played sound p = 0.354; no played sound vs fan sound p = 0.455; music vs fan sound p = 0.031,115 samples,Sec 3.3,there was a significant difference between the conditions of music and fan sound (p = 0.031 < 0.05),NO
1178,movement,Crowd path (ordinate y at path-grid intersections),"repeated-measures ANOVA: sound, odour, and their interaction",test_stat,"y*Sound Value .133, F = 2.187, df 20/614, p = .002; y*Odour .043, F = 1.362, df 10/306, p = .197; y*Sound*Odour .067, F = 1.061, df 20/614, p = .387",335 paths,Table 2,11 coordinate values y and the sound condition were significant (p < 0.01),YES
1178,movement,Correlation between path position (mean ordinate y) and mean walking speed,within each sound x odour condition,correlation,"without odour + music r = -0.223, p = 0.948; with odour + music r = -0.119, p = 0.384; with odour + fan sound r = -0.054, p = 0.699","n = 60, 56 and 54 paths respectively",Sec 4 (Discussions) / Sec 5,"the farther away from the side of the sound source, the slower the crowd",YES
1178,other,Exposure characterisation (SPL and odour),measured average SPL per sound condition,none,"average SPL 55.6 dB (no played sound), 63.3 dB (music), 57.4 dB (fan sound); music tempo 100.99 bpm; fan annoyance > 6 on 7-point scale",10 grids of 4 m x 4 m; crowd density < 0.05 person/m2,Sec 2.2-2.3,"The average SPLs without playing sound, with playing music, and with playing fan sound were 55.6 dB, 63.3 dB, and 57.4 dB",NO
1211,movement,Dyad walking speed (km/h),overall across sidewalk segments,means_sd,"M = 2.25 km/h, SD = 0.42 km/h; total distance 1676 m",single case: 1 blind mother-child dyad; 26 sidewalk segments; 5 sessions; 2860 s,Sec 3,They covered a distance of 1676 m in total at an average speed of 2.25 km/h (SD = 0.42 km/h),NO
1211,movement,Dyad walking speed (km/h) in quieter background noise (L90 < -36 dB LUFS),high vs low speech activity,means_sd,"high speech M = 1.9 km/h, SD = 0.19; low speech M = 2.6 km/h, SD = 0.48; U = 2, p = 0.006",single-case dyad; per-group segment n not reported,Sec 3 / Fig. 1,"Walking with quieter background noise level but high speech activity evidenced lower speed (M = 1.9 km/h, SD = 0.19 km/h)",NO
1211,movement,Dyad walking speed (km/h) in louder background noise (L90 >= -36 dB LUFS),high vs low speech activity,means_sd,"low speech M = 2.2 km/h, SD = 0.34; high speech M = 2.2 km/h, SD = 0.09 (no significant difference reported)",single-case dyad; per-group segment n not reported,Sec 3 / Fig. 1,in louder environments walking speed was similar for different speech conditions,NO
1211,social,"Interpersonal step synchronisation - longest laminar episode (MaxLV, s)",quieter vs louder background noise,means_sd,"quieter M = 3.46 s, SD = 1.33; louder M = 2.37 s, SD = 0.58; U = 36.5, p = 0.014",single-case dyad; 26 sidewalk segments,Sec 3.1 / Fig. 3,the Sync event also showed significant differences for MaxLV depending on whether the environment was quieter or louder,NO
1211,social,"Interpersonal step synchronisation - trapping time (TTV, s)",quieter vs louder background noise,means_sd,"quieter M = 1.58 s, SD = 0.30; louder M = 1.29 s, SD = 0.24; U = 32, p = 0.008",single-case dyad; 26 sidewalk segments,Sec 3.1,Sync walking was maintained longer in environments with less background noise,NO
1211,social,"Interpersonal step synchronisation - trapping time (TTV, s)",low vs high speech activity,means_sd,"low speech M = 1.58 s, SD = 0.35; high speech M = 1.29 s, SD = 0.15; U = 39, p = 0.021",single-case dyad; 26 sidewalk segments,Sec 3.1,only the Sync walking event for the TTV measure showed significant differences depending on whether the activity was low or high,NO
1211,social,"Joint walking state proportions and durations (baseline, not an acoustic contrast)",No-Sync vs Sync vs Detour vs Standstill,means_sd,"No-Sync 505 events (50%), M = 3.42 s, SD = 3.02, 70% of coded time; Sync 446 (44%), M = 1.35 s, SD = 0.73, 24%; Detour 28 (3%), M = 3.07 s, SD = 3.34; Standstill 26 (3%), M = 1.72 s, SD = 1.57",single-case dyad; 2860 s coded,Sec 3,"The No-Sync walking intervals showed an average duration of 3.42 s (SD = 3.02 s), accounting for 70% of coded time",NO
1211,other,Acoustic exposure characterisation,background noise level and speech activity dichotomisation,none,"background L90 ranged -45 to -27 dB LUFS, median split at -36 dB LUFS; speech activity 0.5-63%, median split at 24%",26 sidewalk segments,Sec 2.5,The variation ranged from -45 to -27 dB LUFS,NO
1221,staying,Queuing time (QT),perceived loudness of dominant sound source (Spearman),correlation,human voice -0.324*** for CII but QT -0.207***; historical humanities 0.1; business sound -0.02; machinery 0.035; natural sound 0.03; traffic noise -0.095,N = 315,Table 2,"In human voice-dominated settings, loudness was negatively correlated with indicators such as CII, QT, and RTF",YES
1221,staying,Queuing time (QT),perceived event frequency of dominant sound source (Spearman),correlation,human voice -0.087; historical humanities 0.146*; business sound 0.119*; machinery 0.074; natural sound 0.209***; traffic noise 0.056,N = 315,Table 2,"Under historical-cultural soundscapes, event frequency correlated positively with most economic indicators, except for QT",YES
1221,staying,Queuing time (QT),preference for dominant sound source (Spearman),correlation,human voice 0.144*; historical humanities -0.106; business sound 0.177**; machinery 0.245***; natural sound -0.121*; traffic noise 0.057,N = 315,Table 2,Preference enhanced RE (p < 0.01) but negatively affected QT (p < 0.001),YES
1221,staying,Queuing time (QT),CATREG SHE model: soundscape factors + crowd density + demographics,regression,"CFD beta = 0.730, F = 196.518***; SSP beta = -0.159, F = 6.983***; EP beta = -0.112, F = 5.765**; PSP beta = -0.092, F = 4.062*; EPSS beta = -0.034, F = 0.610; model R2 = 0.334",N = 315,Table 4 / Sec 3.5,the largest effect observed in the QT model (beta = 0.730),YES
1221,staying,Queuing time (QT),univariate linear regression on crowd facade density (CFD),regression,"YQT = 0.64 + 7.80*X, R2 = 0.28; CFD increase of 0.05 person/m2 associated with QT +1.03",N = 315,Fig. 9 / Sec 3.4,"when CFD increased by 0.05 (person/m2), CII increased by 1.35, ACW by 1.72, QT by 1.03",YES
1221,space-use,Consumption intention (CII) and affective consumption willingness (ACW),"objective acoustic parameters LAeq, L10, L50, L90",regression,"univariate R2 range 0.03-0.07; L50 highest for CII (R2 = 0.07); Spearman coefficients shown only in Fig. 6, not in text",N = 315,Sec 3.1 / Fig. 6,"LAeq, L10, L50, and L90 emerged as critical acoustic parameters, demonstrating highly significant positive correlations with both CII and ACW",NO
1221,space-use,"CII, ACW, QT, RTF, RE",traffic noise loudness (Spearman),correlation,CII -0.274***; ACW -0.178***; QT -0.095; RTF -0.254***; RE -0.143**,N = 315,Table 2,"When traffic sounds were predominant, loudness was negatively associated with most behaviors except QT",YES
1221,space-use,"CII, ACW, QT, RTF, RE",natural sound event frequency (Spearman),correlation,CII 0.433***; ACW 0.272***; QT 0.209***; RTF 0.301***; RE 0.233***,N = 315,Table 2,"In nature-based soundscapes, event frequency showed consistent positive correlations with all economic indicators",YES
