tier,route,freq,doi,year,journal,cited_by,title
T4-low,forward,1,10.1016/j.landurbplan.2025.105456,2025,Landscape and Urban Planning,7,Effects of nature experience on mental well-being and physiological stress parameters in an experimental bird walk setting – the role of bird song
T4-low,forward,1,10.3390/atmos14071093,2023,Atmosphere,7,"Temporal Variations and Spatial Distribution of Air Pollutants in Shaoxing, a City in Yangtze Delta, China Based on Mobile Monitoring Using a Sensor Package"
T4-low,forward,1,10.1016/j.scitotenv.2024.174759,2024,The Science of The Total Environment,7,Association between outdoor jogging behavior and PM2.5 exposure: Evidence from massive GPS trajectory data in Beijing
T4-low,forward,1,10.1016/j.scitotenv.2023.166283,2023,The Science of The Total Environment,7,How do weather conditions and environmental characteristics influence aesthetic preferences of freshwater environments?
T4-low,forward,1,10.1016/j.trf.2022.02.017,2022,Transportation Research Part F Traffic Psychology and Behaviour,7,Signalling security: An observational and game theory approach to inter-pedestrian psychology
T4-low,forward,1,10.3390/su16177272,2024,Sustainability,7,Bridging Built Environment Attributes and Perceived City Images: Exploring Dual Influences on Resident Satisfaction in Revitalizing Post-Industrial Neighborhoods
T4-low,forward,1,10.3389/fpsyg.2025.1572426,2025,Frontiers in Psychology,7,Exploring the relationship between audio–visual perception in Fuzhou universities and college students' attention restoration quality using machine learning
T4-low,forward,1,10.3390/land14091859,2025,Land,7,Spatial Vitality Assessment of Urban Post-Industrial Landscapes Using Multi-Source Data: A Case Study of Beijing Shougang Park
T4-low,forward,1,10.1515/noise-2022-0174,2023,Noise Mapping,6,"Exploring relationships among soundscape perception, spatiotemporal sound characteristics, and personal traits through social media"
T4-low,forward,1,10.1080/16874048.2023.2290903,2023,HBRC Journal,6,Investigating the influence of land use mix and built environment elements on travel time perception and subjective wellbeing
T4-low,forward,1,10.12779/dnd.2024.23.1.44,2024,Dementia and Neurocognitive Disorders,6,Effect of Anti-Aging Standard Forest Healing Program With Multiple Visits to a Forest Facility on Cognition in Older Age Patients
T4-low,forward,1,10.3724/j.fjyl.202401200052,2024,Landscape Architecture,6,Coordination and Preference: Research on the Audio-Visual Perception of Young People of Gathering Space in Mountain City Parks
T4-low,forward,1,10.1016/j.buildenv.2024.111915,2024,Building and Environment,6,Traffic sounds in office spaces: PLS-SEM study on audio-visual perception with open or closed windows and biophilic design
T4-low,forward,1,10.1121/10.0034418,2024,The Journal of the Acoustical Society of America,6,Determining factors for the appropriateness of soundscapes: A cross-sectional large-sample study in London (UK)
T4-low,forward,1,10.1016/j.ufug.2025.128746,2025,Urban forestry & urban greening,6,Perceived constraints for psychological restoration in nearby greenspaces. An exploratory and multi-dimensional approach
T4-low,forward,1,10.1007/s11252-025-01716-4,2025,Urban Ecosystems,6,"Assessing public perceptions of ecosystem services in peri-urban mediterranean wetlands: a case study for a restorative NBS in Catalonia, Spain"
T4-low,forward,1,10.1016/j.jth.2025.102085,2025,Journal of Transport & Health,6,Travel mode choice of the commuters and neighborhood socioeconomic segregation
T4-low,forward,1,10.3390/buildings15142487,2025,Buildings,6,Revealing the Relationship Between Urban Park Landscape Features and Visual Aesthetics by Deep Learning-Driven and Spatial Analysis
T4-low,forward,1,10.1016/j.ufug.2025.129010,2025,Urban forestry & urban greening,6,Exploring the restorative effects of urban green spaces on people’s psycho-physiological health: A focus on perceived sensory dimensions in Türkiye
T4-low,forward,1,10.1016/j.cities.2025.106437,2025,Cities,6,Examining the roles of perceived neighbourhood environments in shaping social capital and the happiness of older adults in a super-aged Asian City
T4-low,forward,1,10.1016/j.scs.2025.107043,2025,Sustainable Cities and Society,6,Beyond static brightness: daily nighttime light fluctuations enrich nighttime vitality evaluation for urban zones
T4-low,forward,1,10.1080/09640568.2022.2100247,2022,Journal of Environmental Planning and Management,6,A sonic perspective for the post-pandemic future of entertainment districts: the case of Montreal’s Quartier des Spectacles
T4-low,forward,1,10.3390/ijerph191912290,2022,International Journal of Environmental Research and Public Health,6,The Sound of a Circular City: Towards a Circularity-Driven Quietness
T4-low,forward,1,10.3389/fpsyg.2022.1012758,2023,Frontiers in Psychology,6,Assessing the association between subjective evaluation of space qualities and physiological responses through cinematic environments’ emotion-eliciting stimuli
T4-low,forward,1,10.1121/10.0020608,2023,JASA Express Letters,6,Cultural differences in auditory ecology
T4-low,forward,1,10.3390/buildings14030621,2024,Buildings,6,A Study of the Effects of Historical Block Context on Soundscape Perception
T4-low,forward,1,10.3390/ijgi13040131,2024,ISPRS International Journal of Geo-Information,6,Unveiling the Non-Linear Influence of Eye-Level Streetscape Factors on Walking Preference: Evidence from Tokyo
T4-low,forward,1,10.3390/f15040710,2024,Forests,6,Attraction and Retention Green Place Images of Taipei City
T4-low,forward,1,10.1080/13504509.2024.2359040,2024,International Journal of Sustainable Development & World Ecology,6,"Exploring key indicators for quality of life in urban parks of Lahore, Pakistan: toward the enhancement of sustainable urban planning"
T4-low,forward,1,10.1007/s12273-024-1162-1,2024,Building Simulation,6,"Factors, processes, and models of soundmark identification in urban parks"
T4-low,forward,1,10.1016/j.tbs.2024.100889,2024,Travel Behaviour and Society,6,"Food purchasing and eating patterns: Assessing the role of people’s mobility, social networks, and attitudes on healthy diets"
T4-low,forward,1,10.1371/journal.pone.0311033,2024,PLoS ONE,6,Perception of urban green space among university students in Bangladesh
T4-low,forward,1,10.1080/02508281.2024.2437716,2025,Tourism Recreation Research,6,"Nature, activity, and social drivers of mental resilience: a test with mid-life women surfers"
T4-low,forward,1,10.3390/buildings15020259,2025,Buildings,6,Evaluation of Landscapes and Soundscapes in Traditional Villages in the Hakka Region of Guangdong Province Based on Audio-Visual Interactions
T4-low,forward,1,10.4018/jgcms.2012070106,2012,International Journal of Gaming and Computer-Mediated Simulations,6,Virtual Restorative Environments
T4-low,forward,1,10.3846/jeelm.2020.12080,2020,Journal of Environmental Engineering and Landscape Management,6,ON THE INFLUENCE FACTORS OF AUDIO-VISUAL COMFORT OF MOUNTAIN LANDSCAPE BASED ON FIELD SURVE
T4-low,forward,1,10.5539/jsd.v13n4p191,2020,Journal of Sustainable Development,6,Sense of Place and Placelessness of Urban Open Spaces in Dar es Salaam
T4-low,forward,1,10.1155/2022/1330332,2022,Mathematical Problems in Engineering,6,What Motivates Tourists’ Responsible Behavior? An Investigation Based on the Extensive Socialized Model of UTAUT
T4-low,forward,1,10.1016/j.envres.2022.113759,2022,Environmental Research,6,Association between residential greenspace and health-related quality of life in children aged 0–12 years
T4-low,forward,1,10.1007/s43621-023-00121-1,2023,Discover Sustainability,6,People’s perception and involvement in improving urban greenery in Benin (West Africa)
T4-low,forward,1,10.3390/app13063652,2023,Applied Sciences,6,Effect of Audio–Visual Factors in the Evaluation of Crowd Noise
T4-low,forward,1,10.1016/j.envadv.2023.100448,2023,Environmental Advances,6,Neighborhood green spaces and use of social services in an older urban population
T4-low,forward,1,10.3397/1/1.3761001,2013,Noise Control Engineering Journal,6,Acoustic characteristics of outdoor spaces in an apartment complex
T4-low,forward,1,10.2196/publichealth.5902,2017,JMIR Public Health and Surveillance,6,"Self-Reported Psychosomatic Complaints In Swedish Children, Adolescents, and Young Adults Living in Rural and Urban Areas: An Internet-Based Survey"
T4-low,forward,1,10.1109/access.2024.3389696,2024,IEEE Access,6,Cyber-Physical System Information Collection: Robot Location Method Based on QR Code
T4-low,forward,1,10.3390/buildings14071935,2024,Buildings,6,Identifying Street Environmental Factors That Attract Public Attention from the Jogger’s Perspective: A Multiscale Spatial Exploration
T4-low,forward,1,10.3390/buildings15091554,2025,Buildings,6,"Visual Perception of Environmental Elements Analysis in Historical District Based on Eye-Tracking and Semi-Structured Interview: A Case Study in Xining, Taishan"
T4-low,forward,1,10.14513/actatechjaur.00773,2025,Acta Technica Jaurinensis,6,The two sides of the coin of externality in road transport
T4-low,forward,1,10.1061/jcemd4.coeng-16651,2025,Journal of Construction Engineering and Management,6,Mediating Mechanism of Construction Noise on Workers’ Safety Behavior: Evidence from EEG Data
T4-low,forward,1,10.1121/10.0014948,2022,The Journal of the Acoustical Society of America,6,A perception-based study of the indoor and outdoor acoustic environments in India during the COVID-19 pandemic
T4-low,forward,1,10.1088/2515-7620/ad8ca3,2024,Environmental Research Communications,6,From text to insights: leveraging NLP to assess how landscape features shape tourist perceptions and emotions toward traditional villages
T4-low,forward,1,10.3141/2464-17,2014,Transportation Research Record Journal of the Transportation Research Board,6,Far-Side Audible Beaconing of Accessible Pedestrian Signals
T4-low,forward,1,10.3141/1939-09,2005,Transportation Research Record Journal of the Transportation Research Board,6,"Accessible Pedestrian Signals: The Effect of Push-Button Location and Audible ""Walk"" Indications on Pedestrian Behavior"
T4-low,forward,1,10.1038/s41598-025-19451-3,2025,Scientific Reports,6,Urban park restorative effects in an integrated model of positive emotion and leisure involvement moderation
T4-low,forward,1,10.3390/f15091640,2024,Forests,6,The Combined Effects of the Thermal Environment and Air Quality at Recreation Places on the Physiology and Psychology of People in Urban Parks
T4-low,forward,1,10.1016/j.scs.2025.106179,2025,Sustainable Cities and Society,6,Multi-criteria approach for the energy and environmental impact evaluation in urban districts in the central Mediterranean area
T4-low,forward,1,10.3846/jeelm.2024.20972,2024,Journal of Environmental Engineering and Landscape Management,5,MEASURING TOURISTS’ VISUAL PERCEPTION OF GARDENS AROUND TAIHU LAKE RIM AREA BASED ON MULTI-SOURCE DATA
T4-low,forward,1,10.3390/su16146072,2024,Sustainability,5,Spatial Analyses in the Planning of Quiet Areas: A Case Study of Radom and Lublin (Poland)
T4-low,forward,1,10.1080/19463138.2024.2401826,2024,International Journal of Urban Sustainable Development,5,Assessing variation in the perception of urban ecosystem services at the sub-city level
T4-low,forward,1,10.1080/23748834.2024.2442796,2025,Cities & Health,5,A multi-criteria evaluation framework for assessing green space interventions through a healthy urban planning approach
T4-low,forward,1,10.1016/j.jenvman.2025.124742,2025,Journal of Environmental Management,5,How auditory sensations affect human emotional responses to acoustic environments
T4-low,forward,1,10.1016/j.buildenv.2025.112914,2025,Building and Environment,5,"Perceived attachment to indoor acoustic environments in high-rise residential buildings: Quantization, prediction, and population-based comparison"
T4-low,forward,1,10.1108/sasbe-12-2024-0526,2025,Smart and Sustainable Built Environment,5,"Beyond aesthetics: courtyards as vital components of educational infrastructure in Al Ain, UAE"
T4-low,forward,1,10.1289/ehp14458,2025,Environmental Health Perspectives,5,"The Association between Multiple Environmental Exposures and Symptoms of Generalized Anxiety Disorder in a Prospective, US-Based Cohort Study"
T4-low,forward,1,10.1177/23998083251348280,2025,Environment and Planning B Urban Analytics and City Science,5,Revealing emotional responses to urban environmental elements through street view data and deep learning
T4-low,forward,1,10.1080/14724049.2025.2519157,2025,Journal of Ecotourism,5,Natural soundscapes and satisfaction: unpacking the affective and cognitive drivers of tourist loyalty in nature-based tourist destinations
T4-low,forward,1,10.1016/j.buildenv.2025.113546,2025,Building and Environment,5,Integrating LLMs and data-driven analytics to uncover nonlinear impacts of urban spatial patterns on noise complaints in complex terrain
T4-low,forward,1,10.3390/buildings15234389,2025,Buildings,5,Enhancing Pedestrian Satisfaction: A Quantitative Study of Visual Perception Elements
T4-low,forward,1,10.3389/fpsyg.2022.775173,2022,Frontiers in Psychology,5,Differences in the Course of Physiological Functions and in Subjective Evaluations in Connection With Listening to the Sound of a Chainsaw and to the Sounds of a Forest
T4-low,forward,1,10.55267/iadt.07.13842,2023,Journal of Information Systems Engineering & Management,5,Reviving folk music of the southeast in Shanxi: cultural revitalization and citizen engagement through digital platforms and facilitation through information systems
T4-low,forward,1,10.1016/j.trpro.2023.11.861,2023,Transportation research procedia,5,Interaction between pedestrians and autonomous vehicles: Protocol analysis and preliminary results
T4-low,forward,1,10.1016/j.jth.2023.101744,2023,Journal of Transport & Health,5,The availability and visibility of animals moderate the association between green space and recreational walking: Using street view data
T4-low,forward,1,10.1016/j.jenvman.2024.121121,2024,Journal of Environmental Management,5,Integrating subjective feelings into the evaluation of ecological restoration outcomes of urban green space: Indicator framework from bibliometrics analysis and evidence synthesis
T4-low,forward,1,10.1002/pan3.10671,2024,People and Nature,5,Greenspaces of psychiatric clinics and patient perceptions: A mixed‐methods exploration
T4-low,forward,1,10.1515/noise-2024-0009,2024,Noise Mapping,5,Understanding perceived tranquillity in urban Woonerf streets: case studies in two Dutch cities
T4-low,forward,1,10.1080/1743873x.2024.2396891,2024,Journal of Heritage Tourism,5,"Soundscape, intangible cultural heritage and tourism: a study of the manual ringing of bells in Cervera (Catalonia, Spain)"
T4-low,forward,1,10.1007/s10668-024-05527-z,2024,Environment Development and Sustainability,5,Greening South Asian cities for health: a study of urban green space usage and physical well-being
T4-low,forward,1,10.1016/j.envres.2025.121818,2025,Environmental Research,5,The association of residential greenery with noise annoyance depends on transport source and environmental context: Insights from the large-scale NORAH study
T4-low,forward,1,10.3390/app8101908,2018,Applied Sciences,5,Impact and Control of Reflected Noise from an Overpass Bottom
T4-low,forward,1,10.3390/su11236773,2019,Sustainability,5,Which Natural Areas are Preferred for Recreation? An Investigation of the Most Popular Natural Resting Types for Istanbul
T4-low,forward,1,10.1007/s00168-019-00961-8,2019,The Annals of Regional Science,5,Spatial disparities in accessibility to recreational amenities: the case of Pokémon GO
T4-low,forward,1,10.3390/ijerph17124185,2020,International Journal of Environmental Research and Public Health,5,Let the Children Listen: A First Approximation to the Sound Environment Assessment of Children through a Soundwalk Approach
T4-low,forward,1,10.1177/23998083211037350,2021,Environment and Planning B Urban Analytics and City Science,5,Cross-analysis for the assessment of urban environmental quality: An interdisciplinary and participative approach
T4-low,forward,1,10.3897/oneeco.7.e83325,2022,One Ecosystem,5,Approach to user group-specific assessment of urban green spaces for a more equitable supply exemplified by the elderly population
T4-low,forward,1,10.1038/s41598-022-26320-w,2022,Scientific Reports,5,Mexican validation of the International Affective Digitized Sounds second edition (IADS-2) and additional sounds
T4-low,forward,1,10.1038/s41598-023-34831-3,2023,Scientific Reports,5,Modified stepping behaviour during outdoor winter walking increases resistance to forward losses of stability
T4-low,forward,1,10.1016/j.apacoust.2023.109526,2023,Applied Acoustics,5,Single vehicles’ noise emission curves analysis by means of first and second derivatives
T4-low,forward,1,10.60016/majcafe.v31.14,2023,Malaysian journal of consumer and family economics/Malaysian Journal of Consumer and Family Economics,5,Extended Theory of Planned Behavior and Environmentally Responsible Behavior in the Context of Beach Tourism
T4-low,forward,1,10.1016/j.jclepro.2024.141554,2024,Journal of Cleaner Production,5,"How do residents perceive ecosystem service benefits received from urban streets? A case study of Guangzhou, China"
T4-low,forward,1,10.3390/environments11040079,2024,Environments,5,Health Benefits of Airborne Terpenoids and Aeroanions: Insights from Thematic Review of Chinese-Language Research on Forest Sensory Experiences
T4-low,forward,1,10.3389/frsc.2024.1343373,2024,Frontiers in Sustainable Cities,5,Interplay between greenspace interactions and sense of place in Seoul City
T4-low,forward,1,10.1016/j.buildenv.2024.111914,2024,Building and Environment,5,Effects of labyrinth-like path designs on mitigating stress response to traffic noise
T4-low,forward,1,10.3846/16486897.2015.1050399,2015,Journal of Environmental Engineering and Landscape Management,5,USING ANN TO STUDY SOUND PREFERENCE EVALUATION IN URBAN OPEN SPACES
T4-low,forward,1,10.30955/gnj.001817,2017,Global NEST Journal,5,Identifying the Quiet Areas of a Small Urban Setting: The Case of Mytilene
T4-low,forward,1,10.3390/buildings14124000,2024,Buildings,5,The Development of the Two-Dimensional Model of Emotion Based on Both Architectural Emotion Words and Design Elements in China
T4-low,forward,1,10.3390/buildings15010057,2024,Buildings,5,Research on the Relationship Between Urban Visual Quality and Students’ Emotional Experience Driven by Multimodal Data: A Case Study of Beijing Olympic Park Museum Group
T4-low,forward,1,10.1016/j.ecolind.2025.113829,2025,Ecological Indicators,5,Deciphering the impact mechanisms of cultural ecosystem benefits in urban green spaces: a site-scale analysis integrating environmental perceived characteristics and usage patterns
T4-low,forward,1,10.1016/j.ufug.2025.129173,2025,Urban forestry & urban greening,5,Validity of online street view imagery in urban studies: Evidence from on-site mobile acquisition
T4-low,forward,1,10.3724/j.fjyl.202310140464,2024,Landscape Architecture,5,Meta-analysis on Associations Between the Built Environment and Mobile Physical Activity Using Volunteered Geographic Information
T4-low,forward,1,10.3389/fpubh.2024.1499197,2024,Frontiers in Public Health,5,"Assessing the correlation between park view elements and exercise physiological indicators of walkers, joggers, and runners: a case study of Century Park in Shanghai"
T4-low,forward,1,10.3390/land14030519,2025,Land,5,The Influence of Urban Landscape Ecology on Emotional Well-Being: A Case Study of Downtown Beijing
T4-low,forward,1,10.1016/j.ics.2005.05.149,2005,International Congress Series,5,Audible pedestrian signals as directional beacons
T4-low,forward,1,10.17645/up.v4i2.2006,2019,Urban Planning,5,Maximising the Degree of User Choice. A Simple Tool to Measure Current Levels of Quality of Life in Urban Environments
T4-low,forward,1,10.3141/1982-06,2006,Transportation Research Record Journal of the Transportation Research Board,5,Accessible Pedestrian Signals: Effect of Device Features
T4-low,forward,1,10.3390/land14091712,2025,Land,5,How Campus Landscapes Influence Mental Well-Being Through Place Attachment and Perceived Social Acceptance: Insights from SEM and Explainable Machine Learning
T4-low,forward,1,10.1016/j.apgeog.2025.103764,2025,Applied Geography,5,Riding through the heat: Assessing heat health risk of cycling based on diurnal temperature and shared-bike big data
T4-low,forward,1,10.1121/10.0034638,2025,The Journal of the Acoustical Society of America,5,Temporal patterns in Malaysian rainforest soundscapes demonstrated using acoustic indices and deep embeddings trained on time-of-day estimation
T4-low,forward,1,10.1016/j.indenv.2024.100052,2024,Indoor Environments,4,Gender differences in the perception of the indoor environment: Findings from residential buildings in a nordic climate
T4-low,forward,1,10.3390/asi7050094,2024,Applied System Innovation,4,Pedestrian Behavior in Static and Dynamic Virtual Road Crossing Experiments
T4-low,forward,1,10.1038/s41598-024-74607-x,2024,Scientific Reports,4,Working hours influence preferences of residents for micro features of small urban green spaces
T4-low,forward,1,10.3390/su16219502,2024,Sustainability,4,Recommendations for Implementing Therapeutic Gardens to Enhance Human Well-Being
T4-low,forward,1,10.1016/j.trip.2024.101279,2024,Transportation Research Interdisciplinary Perspectives,4,Older persons’ emotional responses to the built environment: An analysis of walking experiences in central neighbourhoods of Santiago de Chile
T4-low,forward,1,10.1121/10.0034849,2025,The Journal of the Acoustical Society of America,4,A comparison of methods for modeling soundscape dimensions based on different datasets
T4-low,forward,1,10.3390/buildings15050708,2025,Buildings,4,Spatial Cluster Pattern and Influencing Factors of the Housing Market: An Empirical Study from the Chinese City of Shanghai
T4-low,forward,1,10.1121/10.0035807,2025,The Journal of the Acoustical Society of America,4,Examining sound levels across different time scales measured from body-worn dosimeters
T4-low,forward,1,10.3389/fpubh.2025.1563340,2025,Frontiers in Public Health,4,Nature’s impact on human health and wellbeing: the scale matters
T4-low,forward,1,10.1016/j.envres.2025.121520,2025,Environmental Research,4,Beyond visits: Investigating the restorative pathways and cumulative effects of park engagement and sustained exposure on psychological well-being with park type as a moderator
T4-low,forward,1,10.1371/journal.pone.0325755,2025,PLoS ONE,4,"How the natural environment affects psychological recovery: A case study in Changsha, China"
T4-low,forward,1,10.1016/j.tfp.2025.100944,2025,Trees Forests and People,4,Air temperature and particulate matter 2.5 are key environmental drivers of negative air ion dynamics: Results from long-term monitoring in subtropical evergreen broad-leaved forest
T4-low,forward,1,10.1121/10.0038626,2025,The Journal of the Acoustical Society of America,4,Interrelationships between soundscape attributes and sound categories
T4-low,forward,1,10.3390/buildings15173033,2025,Buildings,4,Insights into People’s Perceptions Towards Urban Public Spaces Through Analysis of Social Media Reviews: A Case Study of Shanghai
T4-low,forward,1,10.1002/pan3.70157,2025,People and Nature,4,How multisensory nature exposure affects well‐being: Visual and auditory influences on affect
T4-low,forward,1,10.1016/j.ecolind.2025.114206,2025,Ecological Indicators,4,"Assessing thermal comfort in a landmark urban park: a case study and methodological framework of Alamo Square in San Francisco, USA"
T4-low,forward,1,10.1002/wat2.70041,2025,Wiley Interdisciplinary Reviews Water,4,"Urban Ponds and the Emerging Role of Garden Ponds: Ecosystem Services and Disservices, Multifunctionality, and Trade‐Offs"
T4-low,forward,1,10.1016/j.ufug.2026.129278,2026,Urban forestry & urban greening,4,Toward climate-adaptive waterfront walking spaces: thresholds and cross-modal mechanisms of multi-sensory comfort
T4-low,forward,1,10.1016/j.buildenv.2026.114234,2026,Building and Environment,4,Soundscapes in home environments: The impact of home types and soundscapes on the recovery benefits of psychophysiological stress
T4-low,forward,1,10.1108/tr-08-2025-0902,2026,Tourism Review,4,Accessible tourism for tourists with visual impairment: the role of auditory perception in shaping behavioral attitudes
T4-low,forward,1,10.29048/makufebed.846927,2021,Mehmet Akif Ersoy Üniversitesi Fen Bilimleri Enstitüsü Dergisi,4,A Research on the Usage Reasons of Urban Parks: A Case Study of Amasya Courthouse Urban Park
T4-low,forward,1,10.24057/2071-9388-2021-133,2023,GEOGRAPHY ENVIRONMENT SUSTAINABILITY,4,Evaluating The Visitors’ Perception And Available Ecosystem Services In Urban Parks Of Lahore (Pakistan)
T4-low,forward,1,10.20965/jdr.2024.p0325,2024,Journal of Disaster Research,4,Influencing Pedestrian Route Choice Through Environmental Stimuli: A Long-Term Ecological Experiment
T4-low,forward,1,10.3724/j.fjyl.202307080307,2024,Landscape Architecture,4,Research Progress on the Application of Eye Tracking Technology in Landscape Architecture
T4-low,forward,1,10.3390/land13050698,2024,Land,4,Research on Post-Use Evaluation of Community Green Space Rectification Based on a Multi-Dimensional Perception System: A Case Study of Jiayuan Sanli Community in Beijing
T4-low,forward,1,10.3390/f15081373,2024,Forests,4,Thermal–Acoustic Interaction Effects on Physiological and Psychological Measures in Urban Forests: A Laboratory Study
T4-low,forward,1,10.3390/app14177921,2024,Applied Sciences,4,Unraveling the Influence of Perceived Built Environment on Commute Mode Choice Based on Hybrid Choice Model
T4-low,forward,1,10.14246/irspsd.12.4_57,2024,International Review for Spatial Planning and Sustainable Development,4,Assessing Urban Street Vitality Through Visual and Auditory Perception:
T4-low,forward,1,10.1016/j.ecolind.2024.112953,2024,Ecological Indicators,4,Wilderness beyond the natural: Mapping urban novel wilderness to support ecological conservation and recreational provision in rapidly urbanizing areas
T4-low,forward,1,10.3390/buildings15010084,2024,Buildings,4,"The Domestic Acoustic Environment in Online Education—Part 1: Differences by Gender, Perceived Academic Quality, and Self-Rated Performance"
T4-low,forward,1,10.1016/j.rcradv.2025.200245,2025,Resources Conservation & Recycling Advances,4,Assessing the sustainability performances of the supply chain of decentralized urban food waste composting for urban green spaces
T4-low,forward,1,10.1371/journal.pone.0314591,2025,PLoS ONE,4,"Nature-based interventions for individual, collective and planetary wellbeing: A protocol for a scoping review"
T4-low,forward,1,10.4236/adr.2020.81002,2020,Art and Design Review,4,Graphical Layout of the Musical Preferences Studies: An Overview on How the Studies on Musical Tastes Are Conducted
T4-low,forward,1,10.3390/ijerph17186731,2020,International Journal of Environmental Research and Public Health,4,A Novel Anti-Environmental Forest Experience Scale to Predict Preferred Pleasantness Associated with Forest Environments
T4-low,forward,1,10.1016/j.tbs.2021.07.002,2021,Travel Behaviour and Society,4,Objective assessment of physical activity patterns based on accelerometer and GPS data in adults
T4-low,forward,1,10.1016/j.apacoust.2021.108459,2021,Applied Acoustics,4,Spatial and sociodemographic determinants of community loudness perception
T4-low,forward,1,10.36950/sjm.38.4,2022,Schweizer Jahrbuch für Musikwissenschaft,4,Zwischen Lärmkontamination und Verstummen
T4-low,forward,1,10.17743/jaes.2022.0087,2023,Journal of the Audio Engineering Society,4,Spatial Integration of Dynamic Auditory Feedback in Electric Vehicle Interior
T4-low,forward,1,10.3390/land12051088,2023,Land,4,Assessing Relativeness in the Provision of Urban Ecosystem Services: Better Comparison Methods for Improved Well-Being
T4-low,forward,1,10.3389/fpsyg.2023.1102761,2023,Frontiers in Psychology,4,Influence of sound and light combined conditions in urban environments on residents’ tolerance limits in pre sleep state
T4-low,forward,1,10.3390/su16167074,2024,Sustainability,4,Correlation of the Walk Score and Environmental Perceptions with Perceived Neighborhood Walkability: The Quantile Regression Model Approach
T4-low,forward,1,10.1121/10.0032472,2024,The Journal of the Acoustical Society of America,4,Association between perceived sound type dominance and overall assessment of the acoustic environment using ISO 12913 soundwalks
T4-low,forward,1,10.26420/physmedrehabilint.2021.1179,2021,Physical Medicine and Rehabilitation - International,4,A Conceptual Framework of Forest Therapy as an Innovative Health Approach Combined with Local Health Resort Medicine in Alpine Regions to Increase Mental Health and Well-Being
T4-low,forward,1,10.1371/journal.pone.0281534,2023,PLoS ONE,4,"Development of the Acoustic Comfort Assessment Scale (ACAS-12): Psychometric properties, validity evidence and back-translation between Spanish and English"
T4-low,forward,1,10.4308/hjb.30.4.692-700,2023,HAYATI Journal of Biosciences,4,Bird Sounds Psychological Restorative Effect on The Visitors of Bogor Botanical Garden
T4-low,forward,1,10.1080/13574809.2020.1863775,2021,Journal of Urban Design,4,The complete path effect model of the three-dimensional street environment on street usage time
T4-low,forward,1,10.3390/buildings15091495,2025,Buildings,4,"Evaluating the Experiential Value of Public Spaces in Resettlement Communities from the Perspective of Older Adults: A Case Study of Fuzhou, China"
T4-low,forward,1,10.1016/j.csite.2025.106711,2025,Case Studies in Thermal Engineering,4,Impacts of visual-acoustic-thermal environments on human perception of coastal greenways in temperate oceanic monsoon climate zones
T4-low,forward,1,10.1016/j.jth.2023.101660,2023,Journal of Transport & Health,4,Wearable sensors increase perceived environmental health threat in cyclists and pedestrians: A randomized field study
T4-low,forward,1,10.3390/app14010362,2023,Applied Sciences,4,Georeferenced Analysis of Urban Nightlife and Noise Based on Mobile Phone Data
T4-low,forward,1,10.1080/24704067.2024.2327073,2024,Journal of Global Sport Management,4,"Green Exercise, Blue Spaces and Active Leisure Events: The Performance of New Participants is Associated With Their Response to Event Characteristics"
T4-low,forward,1,10.3724/j.fjyl.202310120460,2024,Landscape Architecture,4,Association and Interaction Between Built Environment and Outdoor Jogging Based on Crowdsourced Geographic Information
T4-low,forward,1,10.1038/s41598-025-88349-x,2025,Scientific Reports,4,Perceived urban environment elements associated with momentary and long-term well-being: An experience sampling method approach
T4-low,forward,1,10.1007/s11116-025-10659-w,2025,Transportation,4,Effects of road greenery and sky openness on non-commuting cycling route choice: insights from online map navigation
T4-low,forward,1,10.1080/23748834.2024.2360817,2024,Cities & Health,4,"Towards healthier, enabling environments for all: positioning the ‘runnability of cities’ as a spatial planning approach"
T4-low,forward,1,10.1080/15568318.2025.2455010,2025,International Journal of Sustainable Transportation,4,What drives university students to cycle? An investigation of their motivations
T4-low,forward,1,10.1016/j.ufug.2025.128917,2025,Urban forestry & urban greening,4,Exercise should be blue and green: Seasonal variation in how woodland and freshwater interact to enhance participation in active leisure events
T4-low,forward,1,10.3097/lo.2023.1108,2023,Landscape Online,4,"Insight into vegetation inclusion along urban roads: A pilot study on the preferences of expatriate roadside users in downtown Doha, Qatar"
T4-low,forward,1,10.1016/j.apacoust.2025.110897,2025,Applied Acoustics,4,The effects of sound source dominance and pressure level on cognitive performance and environmental perception in green space
T4-low,forward,1,10.1016/j.scs.2025.107067,2025,Sustainable Cities and Society,4,How urban resilience shapes residents’ immediate emotions during heatwaves: A panel fuzzy-set qualitative comparative analysis (fsQCA)-based configurational analysis
T4-low,forward,1,10.1016/j.lcsi.2023.100732,2023,Learning Culture and Social Interaction,4,Interpersonal touch in guided walking: Socialization to be pedestrians in Japan
T4-low,forward,1,10.1007/s11356-024-32269-2,2024,Environmental Science and Pollution Research,4,Progress and evolution of hotspots in butterfly diversity research in green spaces
T4-low,forward,1,10.3390/f15050876,2024,Forests,4,Exploring the Multi-Sensory Coupling Relationship of Open Space on a Winter Campus
T4-low,forward,1,10.3389/fpubh.2024.1424975,2024,Frontiers in Public Health,3,Exploring the group heterogeneity in the impact of social cohesion on the walking frequency of older adults in China
T4-low,forward,1,10.20855/ijav.2025.30.12114,2025,The International Journal of Acoustics and Vibration,3,Soundscape and Influencing Audio-Visual Factors of Tourism Villages in Northern China
